00:00.338  blend            | Read blend: "/home/runner/work/critical-shift/critical-shift/sections/mine/blender/gullet/Gullet_MaterialReview.blend"
SOURCE_INVENTORY {"name": "PBR_late_day_sun", "type": "LIGHT", "position": [0.0, 0.0, 0.0], "parent": null, "meta": {}, "energy": 0.8500000238418579, "colour": [1.0, 0.8700000047683716, 0.7099999785423279]}
SOURCE_INVENTORY {"name": "PBR_portal_stone_bounce", "type": "LIGHT", "position": [-3.799999952316284, -3.799999952316284, 3.0], "parent": null, "meta": {}, "energy": 160.0, "colour": [1.0, 0.8500000238418579, 0.6399999856948853]}
SOURCE_INVENTORY {"name": "CSM_Leaf_outer_skin", "type": "MESH", "position": [-4.429999828338623, -0.7910000085830688, 2.369999885559082], "parent": "CSM_Blast_leaf_L", "meta": {"csm_meta": "{\"component\":\"blast_leaf\",\"gate_side\":-1,\"closed_x\":-1.45,\"travel\":-2.98}", "csm_component": "blast_leaf", "csm_gate_side": -1, "csm_closed_x": -1.45, "csm_travel": -2.98, "csm_id": "CSM_Leaf_outer_skin"}, "bounds": [[-5.779999732971191, -0.8184999823570251, 0.31999993324279785], [-3.0799999237060547, -0.7635000348091125, 4.420000076293945]], "materials": ["GULLET_PBR_slate_blue_casing"]}
SOURCE_INVENTORY {"name": "CSM_Axle_bearing", "type": "MESH", "position": [-0.4699999988079071, -9.479999542236328, 0.48500001430511475], "parent": "CSM_Dispatch_cart", "meta": {"csm_meta": "{\"interaction\":\"push_cart\",\"component\":\"cart_root\",\"rated_mass_game_units\":100,\"rigidbody_pivot\":true}", "csm_interaction": "push_cart", "csm_component": "cart_root", "csm_rated_mass_game_units": 100, "csm_rigidbody_pivot": true, "csm_id": "CSM_Axle_bearing"}, "bounds": [[-0.5450000166893005, -9.574999809265137, 0.4100000262260437], [-0.39499998092651367, -9.38499927520752, 0.5600000023841858]], "materials": ["GULLET_PBR_safety_ochre"]}
SOURCE_INVENTORY {"name": "CSM_Leaf_spring_stack", "type": "MESH", "position": [-0.47999998927116394, -9.630000114440918, 0.5649999976158142], "parent": "CSM_Dispatch_cart", "meta": {"csm_meta": "{\"interaction\":\"push_cart\",\"component\":\"cart_root\",\"rated_mass_game_units\":100,\"rigidbody_pivot\":true}", "csm_interaction": "push_cart", "csm_component": "cart_root", "csm_rated_mass_game_units": 100, "csm_rigidbody_pivot": true, "csm_id": "CSM_Leaf_spring_stack"}, "bounds": [[-0.5259999632835388, -9.770240783691406, 0.55021071434021], [-0.4339999854564667, -9.48975944519043, 0.5797892808914185]], "materials": ["GULLET_PBR_bare_steel"]}
SOURCE_INVENTORY {"name": "CSM_Leaf_spring_stack.002", "type": "MESH", "position": [-0.47999998927116394, -9.329999923706055, 0.5649999976158142], "parent": "CSM_Dispatch_cart", "meta": {"csm_meta": "{\"interaction\":\"push_cart\",\"component\":\"cart_root\",\"rated_mass_game_units\":100,\"rigidbody_pivot\":true}", "csm_interaction": "push_cart", "csm_component": "cart_root", "csm_rated_mass_game_units": 100, "csm_rigidbody_pivot": true, "csm_id": "CSM_Leaf_spring_stack.002"}, "bounds": [[-0.5259999632835388, -9.470240592956543, 0.55021071434021], [-0.4339999854564667, -9.189759254455566, 0.5797892808914185]], "materials": ["GULLET_PBR_bare_steel"]}
SOURCE_INVENTORY {"name": "CSM_Axle_bearing.002", "type": "MESH", "position": [0.4699999988079071, -9.479999542236328, 0.48500001430511475], "parent": "CSM_Dispatch_cart", "meta": {"csm_meta": "{\"interaction\":\"push_cart\",\"component\":\"cart_root\",\"rated_mass_game_units\":100,\"rigidbody_pivot\":true}", "csm_interaction": "push_cart", "csm_component": "cart_root", "csm_rated_mass_game_units": 100, "csm_rigidbody_pivot": true, "csm_id": "CSM_Axle_bearing.002"}, "bounds": [[0.39499998092651367, -9.574999809265137, 0.4100000262260437], [0.5450000166893005, -9.38499927520752, 0.5600000023841858]], "materials": ["GULLET_PBR_safety_ochre"]}
SOURCE_INVENTORY {"name": "CSM_Leaf_spring_stack.003", "type": "MESH", "position": [0.47999998927116394, -9.630000114440918, 0.5649999976158142], "parent": "CSM_Dispatch_cart", "meta": {"csm_meta": "{\"interaction\":\"push_cart\",\"component\":\"cart_root\",\"rated_mass_game_units\":100,\"rigidbody_pivot\":true}", "csm_interaction": "push_cart", "csm_component": "cart_root", "csm_rated_mass_game_units": 100, "csm_rigidbody_pivot": true, "csm_id": "CSM_Leaf_spring_stack.003"}, "bounds": [[0.4339999854564667, -9.770240783691406, 0.55021071434021], [0.5259999632835388, -9.48975944519043, 0.5797892808914185]], "materials": ["GULLET_PBR_bare_steel"]}
SOURCE_INVENTORY {"name": "CSM_Leaf_spring_stack.004", "type": "MESH", "position": [0.47999998927116394, -9.329999923706055, 0.5649999976158142], "parent": "CSM_Dispatch_cart", "meta": {"csm_meta": "{\"interaction\":\"push_cart\",\"component\":\"cart_root\",\"rated_mass_game_units\":100,\"rigidbody_pivot\":true}", "csm_interaction": "push_cart", "csm_component": "cart_root", "csm_rated_mass_game_units": 100, "csm_rigidbody_pivot": true, "csm_id": "CSM_Leaf_spring_stack.004"}, "bounds": [[0.4339999854564667, -9.470240592956543, 0.55021071434021], [0.5259999632835388, -9.189759254455566, 0.5797892808914185]], "materials": ["GULLET_PBR_bare_steel"]}
SOURCE_INVENTORY {"name": "CSM_Cart_axle.002", "type": "MESH", "position": [0.0, -8.800000190734863, 0.07999999821186066], "parent": "CSM_Dispatch_cart", "meta": {"csm_meta": "{\"interaction\":\"push_cart\",\"component\":\"cart_root\",\"rated_mass_game_units\":100,\"rigidbody_pivot\":true}", "csm_interaction": "push_cart", "csm_component": "cart_root", "csm_rated_mass_game_units": 100, "csm_rigidbody_pivot": true, "csm_id": "CSM_Cart_axle.002"}, "bounds": [[-0.7400000095367432, -8.169000625610352, 0.406000018119812], [0.7400000095367432, -8.071000099182129, 0.5040000081062317]], "materials": ["GULLET_PBR_bare_steel"]}
SOURCE_INVENTORY {"name": "CSM_Axle_bearing.003", "type": "MESH", "position": [-0.4699999988079071, -8.119999885559082, 0.48500001430511475], "parent": "CSM_Dispatch_cart", "meta": {"csm_meta": "{\"interaction\":\"push_cart\",\"component\":\"cart_root\",\"rated_mass_game_units\":100,\"rigidbody_pivot\":true}", "csm_interaction": "push_cart", "csm_component": "cart_root", "csm_rated_mass_game_units": 100, "csm_rigidbody_pivot": true, "csm_id": "CSM_Axle_bearing.003"}, "bounds": [[-0.5450000166893005, -8.21500015258789, 0.4100000262260437], [-0.39499998092651367, -8.024999618530273, 0.5600000023841858]], "materials": ["GULLET_PBR_safety_ochre"]}
SOURCE_INVENTORY {"name": "CSM_Leaf_spring_stack.005", "type": "MESH", "position": [-0.47999998927116394, -8.270000457763672, 0.5649999976158142], "parent": "CSM_Dispatch_cart", "meta": {"csm_meta": "{\"interaction\":\"push_cart\",\"component\":\"cart_root\",\"rated_mass_game_units\":100,\"rigidbody_pivot\":true}", "csm_interaction": "push_cart", "csm_component": "cart_root", "csm_rated_mass_game_units": 100, "csm_rigidbody_pivot": true, "csm_id": "CSM_Leaf_spring_stack.005"}, "bounds": [[-0.5259999632835388, -8.41024112701416, 0.55021071434021], [-0.4339999854564667, -8.129759788513184, 0.5797892808914185]], "materials": ["GULLET_PBR_bare_steel"]}
SOURCE_INVENTORY {"name": "CSM_Leaf_spring_stack.006", "type": "MESH", "position": [-0.47999998927116394, -7.96999979019165, 0.5649999976158142], "parent": "CSM_Dispatch_cart", "meta": {"csm_meta": "{\"interaction\":\"push_cart\",\"component\":\"cart_root\",\"rated_mass_game_units\":100,\"rigidbody_pivot\":true}", "csm_interaction": "push_cart", "csm_component": "cart_root", "csm_rated_mass_game_units": 100, "csm_rigidbody_pivot": true, "csm_id": "CSM_Leaf_spring_stack.006"}, "bounds": [[-0.5259999632835388, -8.11023998260498, 0.55021071434021], [-0.4339999854564667, -7.829759120941162, 0.5797892808914185]], "materials": ["GULLET_PBR_bare_steel"]}
SOURCE_INVENTORY {"name": "CSM_Axle_bearing.004", "type": "MESH", "position": [0.4699999988079071, -8.119999885559082, 0.48500001430511475], "parent": "CSM_Dispatch_cart", "meta": {"csm_meta": "{\"interaction\":\"push_cart\",\"component\":\"cart_root\",\"rated_mass_game_units\":100,\"rigidbody_pivot\":true}", "csm_interaction": "push_cart", "csm_component": "cart_root", "csm_rated_mass_game_units": 100, "csm_rigidbody_pivot": true, "csm_id": "CSM_Axle_bearing.004"}, "bounds": [[0.39499998092651367, -8.21500015258789, 0.4100000262260437], [0.5450000166893005, -8.024999618530273, 0.5600000023841858]], "materials": ["GULLET_PBR_safety_ochre"]}
SOURCE_INVENTORY {"name": "CSM_Leaf_spring_stack.007", "type": "MESH", "position": [0.47999998927116394, -8.270000457763672, 0.5649999976158142], "parent": "CSM_Dispatch_cart", "meta": {"csm_meta": "{\"interaction\":\"push_cart\",\"component\":\"cart_root\",\"rated_mass_game_units\":100,\"rigidbody_pivot\":true}", "csm_interaction": "push_cart", "csm_component": "cart_root", "csm_rated_mass_game_units": 100, "csm_rigidbody_pivot": true, "csm_id": "CSM_Leaf_spring_stack.007"}, "bounds": [[0.4339999854564667, -8.41024112701416, 0.55021071434021], [0.5259999632835388, -8.129759788513184, 0.5797892808914185]], "materials": ["GULLET_PBR_bare_steel"]}
SOURCE_INVENTORY {"name": "CSM_Leaf_spring_stack.008", "type": "MESH", "position": [0.47999998927116394, -7.96999979019165, 0.5649999976158142], "parent": "CSM_Dispatch_cart", "meta": {"csm_meta": "{\"interaction\":\"push_cart\",\"component\":\"cart_root\",\"rated_mass_game_units\":100,\"rigidbody_pivot\":true}", "csm_interaction": "push_cart", "csm_component": "cart_root", "csm_rated_mass_game_units": 100, "csm_rigidbody_pivot": true, "csm_id": "CSM_Leaf_spring_stack.008"}, "bounds": [[0.4339999854564667, -8.11023998260498, 0.55021071434021], [0.5259999632835388, -7.829759120941162, 0.5797892808914185]], "materials": ["GULLET_PBR_bare_steel"]}
SOURCE_INVENTORY {"name": "CSM_Welded_hopper_shell", "type": "MESH", "position": [0.0, -8.800000190734863, 0.07999999821186066], "parent": "CSM_Dispatch_cart", "meta": {"csm_meta": "{\"interaction\":\"push_cart\",\"component\":\"cart_root\",\"rated_mass_game_units\":100,\"rigidbody_pivot\":true}", "csm_interaction": "push_cart", "csm_component": "cart_root", "csm_rated_mass_game_units": 100, "csm_rigidbody_pivot": true, "csm_id": "CSM_Welded_hopper_shell"}, "bounds": [[-0.7900000214576721, -9.819999694824219, 0.7299999594688416], [0.7900000214576721, -7.78000020980835, 1.5]], "materials": ["GULLET_PBR_cart_ochre"]}
SOURCE_INVENTORY {"name": "CSM_Hopper_rolled_lip", "type": "MESH", "position": [0.0, -8.800000190734863, 0.07999999821186066], "parent": "CSM_Dispatch_cart", "meta": {"csm_meta": "{\"interaction\":\"push_cart\",\"component\":\"cart_root\",\"rated_mass_game_units\":100,\"rigidbody_pivot\":true}", "csm_interaction": "push_cart", "csm_component": "cart_root", "csm_rated_mass_game_units": 100, "csm_rigidbody_pivot": true, "csm_id": "CSM_Hopper_rolled_lip"}, "bounds": [[-0.7900000214576721, -9.850000381469727, 1.4700000286102295], [0.7900000214576721, -9.789999961853027, 1.53000009059906]], "materials": ["GULLET_PBR_bare_steel"]}
SOURCE_INVENTORY {"name": "CSM_Hopper_rolled_lip.002", "type": "MESH", "position": [0.0, -8.800000190734863, 0.07999999821186066], "parent": "CSM_Dispatch_cart", "meta": {"csm_meta": "{\"interaction\":\"push_cart\",\"component\":\"cart_root\",\"rated_mass_game_units\":100,\"rigidbody_pivot\":true}", "csm_interaction": "push_cart", "csm_component": "cart_root", "csm_rated_mass_game_units": 100, "csm_rigidbody_pivot": true, "csm_id": "CSM_Hopper_rolled_lip.002"}, "bounds": [[0.7599999904632568, -9.819999694824219, 1.4700000286102295], [0.8199999928474426, -7.78000020980835, 1.53000009059906]], "materials": ["GULLET_PBR_bare_steel"]}
SOURCE_INVENTORY {"name": "CSM_Hopper_rolled_lip.003", "type": "MESH", "position": [0.0, -8.800000190734863, 0.07999999821186066], "parent": "CSM_Dispatch_cart", "meta": {"csm_meta": "{\"interaction\":\"push_cart\",\"component\":\"cart_root\",\"rated_mass_game_units\":100,\"rigidbody_pivot\":true}", "csm_interaction": "push_cart", "csm_component": "cart_root", "csm_rated_mass_game_units": 100, "csm_rigidbody_pivot": true, "csm_id": "CSM_Hopper_rolled_lip.003"}, "bounds": [[-0.7900000214576721, -7.810000419616699, 1.4700000286102295], [0.7900000214576721, -7.75, 1.53000009059906]], "materials": ["GULLET_PBR_bare_steel"]}
SOURCE_INVENTORY {"name": "CSM_Hopper_rolled_lip.004", "type": "MESH", "position": [0.0, -8.800000190734863, 0.07999999821186066], "parent": "CSM_Dispatch_cart", "meta": {"csm_meta": "{\"interaction\":\"push_cart\",\"component\":\"cart_root\",\"rated_mass_game_units\":100,\"rigidbody_pivot\":true}", "csm_interaction": "push_cart", "csm_component": "cart_root", "csm_rated_mass_game_units": 100, "csm_rigidbody_pivot": true, "csm_id": "CSM_Hopper_rolled_lip.004"}, "bounds": [[-0.8199999928474426, -9.819999694824219, 1.4700000286102295], [-0.7599999904632568, -7.78000020980835, 1.53000009059906]], "materials": ["GULLET_PBR_bare_steel"]}
SOURCE_INVENTORY {"name": "CSM_Hopper_external_rib", "type": "MESH", "position": [0.0, -8.800000190734863, 0.07999999821186066], "parent": "CSM_Dispatch_cart", "meta": {"csm_meta": "{\"interaction\":\"push_cart\",\"component\":\"cart_root\",\"rated_mass_game_units\":100,\"rigidbody_pivot\":true}", "csm_interaction": "push_cart", "csm_component": "cart_root", "csm_rated_mass_game_units": 100, "csm_rigidbody_pivot": true, "csm_id": "CSM_Hopper_external_rib"}, "bounds": [[-0.8215215802192688, -9.594715118408203, 0.7557933330535889], [-0.4374314546585083, -9.406294822692871, 1.4561184644699097]], "materials": ["GULLET_PBR_dark_structural_steel"]}
SOURCE_INVENTORY {"name": "CSM_Hopper_rivet", "type": "MESH", "position": [-0.4620000123977661, -9.43179988861084, 0.7699999809265137], "parent": "CSM_Dispatch_cart", "meta": {"csm_meta": "{\"interaction\":\"push_cart\",\"component\":\"cart_root\",\"rated_mass_game_units\":100,\"rigidbody_pivot\":true}", "csm_interaction": "push_cart", "csm_component": "cart_root", "csm_rated_mass_game_units": 100, "csm_rigidbody_pivot": true, "csm_id": "CSM_Hopper_rivet"}, "bounds": [[-0.4620000123977661, -9.449466705322266, 0.7495999932289124], [-0.4320000112056732, -9.414133071899414, 0.790399968624115]], "materials": ["GULLET_PBR_bare_steel"]}
SOURCE_INVENTORY {"name": "CSM_Hopper_rivet.002", "type": "MESH", "position": [-0.7960000038146973, -9.579999923706055, 1.440000057220459], "parent": "CSM_Dispatch_cart", "meta": {"csm_meta": "{\"interaction\":\"push_cart\",\"component\":\"cart_root\",\"rated_mass_game_units\":100,\"rigidbody_pivot\":true}", "csm_interaction": "push_cart", "csm_component": "cart_root", "csm_rated_mass_game_units": 100, "csm_rigidbody_pivot": true, "csm_id": "CSM_Hopper_rivet.002"}, "bounds": [[-0.7960000038146973, -9.59766674041748, 1.419600009918213], [-0.7660000324249268, -9.562333106994629, 1.460400104522705]], "materials": ["GULLET_PBR_bare_steel"]}
SOURCE_INVENTORY {"name": "CSM_Hopper_external_rib.002", "type": "MESH", "position": [0.0, -8.800000190734863, 0.07999999821186066], "parent": "CSM_Dispatch_cart", "meta": {"csm_meta": "{\"interaction\":\"push_cart\",\"component\":\"cart_root\",\"rated_mass_game_units\":100,\"rigidbody_pivot\":true}", "csm_interaction": "push_cart", "csm_component": "cart_root", "csm_rated_mass_game_units": 100, "csm_rigidbody_pivot": true, "csm_id": "CSM_Hopper_external_rib.002"}, "bounds": [[-0.8192690014839172, -8.815000534057617, 0.7584002017974854], [-0.43873101472854614, -8.77400016784668, 1.4515998363494873]], "materials": ["GULLET_PBR_dark_structural_steel"]}
SOURCE_INVENTORY {"name": "CSM_Hopper_rivet.003", "type": "MESH", "position": [-0.4620000123977661, -8.800000190734863, 0.7699999809265137], "parent": "CSM_Dispatch_cart", "meta": {"csm_meta": "{\"interaction\":\"push_cart\",\"component\":\"cart_root\",\"rated_mass_game_units\":100,\"rigidbody_pivot\":true}", "csm_interaction": "push_cart", "csm_component": "cart_root", "csm_rated_mass_game_units": 100, "csm_rigidbody_pivot": true, "csm_id": "CSM_Hopper_rivet.003"}, "bounds": [[-0.4620000123977661, -8.817667007446289, 0.7495999932289124], [-0.4320000112056732, -8.782333374023438, 0.790399968624115]], "materials": ["GULLET_PBR_bare_steel"]}
SOURCE_INVENTORY {"name": "CSM_Hopper_rivet.004", "type": "MESH", "position": [-0.7960000038146973, -8.800000190734863, 1.440000057220459], "parent": "CSM_Dispatch_cart", "meta": {"csm_meta": "{\"interaction\":\"push_cart\",\"component\":\"cart_root\",\"rated_mass_game_units\":100,\"rigidbody_pivot\":true}", "csm_interaction": "push_cart", "csm_component": "cart_root", "csm_rated_mass_game_units": 100, "csm_rigidbody_pivot": true, "csm_id": "CSM_Hopper_rivet.004"}, "bounds": [[-0.7960000038146973, -8.817667007446289, 1.419600009918213], [-0.7660000324249268, -8.782333374023438, 1.460400104522705]], "materials": ["GULLET_PBR_bare_steel"]}
SOURCE_INVENTORY {"name": "CSM_Hopper_external_rib.003", "type": "MESH", "position": [0.0, -8.800000190734863, 0.07999999821186066], "parent": "CSM_Dispatch_cart", "meta": {"csm_meta": "{\"interaction\":\"push_cart\",\"component\":\"cart_root\",\"rated_mass_game_units\":100,\"rigidbody_pivot\":true}", "csm_interaction": "push_cart", "csm_component": "cart_root", "csm_rated_mass_game_units": 100, "csm_rigidbody_pivot": true, "csm_id": "CSM_Hopper_external_rib.003"}, "bounds": [[-0.8205685615539551, -8.182914733886719, 0.753881573677063], [-0.4364784359931946, -7.994495391845703, 1.4542067050933838]], "materials": ["GULLET_PBR_dark_structural_steel"]}
SOURCE_INVENTORY {"name": "CSM_Hopper_rivet.005", "type": "MESH", "position": [-0.4620000123977661, -8.16819953918457, 0.7699999809265137], "parent": "CSM_Dispatch_cart", "meta": {"csm_meta": "{\"interaction\":\"push_cart\",\"component\":\"cart_root\",\"rated_mass_game_units\":100,\"rigidbody_pivot\":true}", "csm_interaction": "push_cart", "csm_component": "cart_root", "csm_rated_mass_game_units": 100, "csm_rigidbody_pivot": true, "csm_id": "CSM_Hopper_rivet.005"}, "bounds": [[-0.4620000123977661, -8.185866355895996, 0.7495999932289124], [-0.4320000112056732, -8.150532722473145, 0.790399968624115]], "materials": ["GULLET_PBR_bare_steel"]}
SOURCE_INVENTORY {"name": "CSM_Hopper_rivet.006", "type": "MESH", "position": [-0.7960000038146973, -8.020000457763672, 1.440000057220459], "parent": "CSM_Dispatch_cart", "meta": {"csm_meta": "{\"interaction\":\"push_cart\",\"component\":\"cart_root\",\"rated_mass_game_units\":100,\"rigidbody_pivot\":true}", "csm_interaction": "push_cart", "csm_component": "cart_root", "csm_rated_mass_game_units": 100, "csm_rigidbody_pivot": true, "csm_id": "CSM_Hopper_rivet.006"}, "bounds": [[-0.7960000038146973, -8.037667274475098, 1.419600009918213], [-0.7660000324249268, -8.002333641052246, 1.460400104522705]], "materials": ["GULLET_PBR_bare_steel"]}
SOURCE_INVENTORY {"name": "CSM_Cart_local_edge_chip", "type": "MESH", "position": [-0.7910000085830688, -9.199999809265137, 1.4500000476837158], "parent": "CSM_Dispatch_cart", "meta": {"csm_meta": "{\"interaction\":\"push_cart\",\"component\":\"cart_root\",\"rated_mass_game_units\":100,\"rigidbody_pivot\":true}", "csm_interaction": "push_cart", "csm_component": "cart_root", "csm_rated_mass_game_units": 100, "csm_rigidbody_pivot": true, "csm_id": "CSM_Cart_local_edge_chip"}, "bounds": [[-0.8016163110733032, -9.254776954650879, 1.427165150642395], [-0.7788494825363159, -9.155576705932617, 1.4721572399139404]], "materials": ["GULLET_PBR_bare_steel"]}
SOURCE_INVENTORY {"name": "CSM_Cart_local_edge_chip.002", "type": "MESH", "position": [-0.7910000085830688, -8.399999618530273, 1.4500000476837158], "parent": "CSM_Dispatch_cart", "meta": {"csm_meta": "{\"interaction\":\"push_cart\",\"component\":\"cart_root\",\"rated_mass_game_units\":100,\"rigidbody_pivot\":true}", "csm_interaction": "push_cart", "csm_component": "cart_root", "csm_rated_mass_game_units": 100, "csm_rigidbody_pivot": true, "csm_id": "CSM_Cart_local_edge_chip.002"}, "bounds": [[-0.8015106916427612, -8.45127010345459, 1.4271405935287476], [-0.7791834473609924, -8.356363296508789, 1.4721637964248657]], "materials": ["GULLET_PBR_bare_steel"]}
